ENGINE,DATA_FREE,VERSION,CHECK_TIME,TABLE_ROWS,TABLE_TYPE,CHECKSUM,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,INDEX_LENGTH,TABLE_SCHEMA,ROW_FORMAT,TABLE_NAME,TABLE_CATALOG,TABLE_COMMENT,CREATE_OPTIONS,MAX_DATA_LENGTH,TABLE_COLLATION,AUTO_INCREMENT,AVG_ROW_LENGTH
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,ST_UNITS_OF_MEASURE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,ST_GEOMETRY_COLUMNS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,STATISTICS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLE_CONSTRAINTS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLE_CONSTRAINTS_EXTENSIONS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLES_EXTENSIONS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLESPACES_EXTENSIONS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TRIGGERS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,VIEW_ROUTINE_USAGE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,VIEW_TABLE_USAGE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,VIEWS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,COLUMN_PRIVILEGES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,ENGINES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,OPTIMIZER_TRACE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,PLUGINS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,PROCESSLIST,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,PROFILING,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,SCHEMA_PRIVILEGES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLESPACES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,TABLE_PRIVILEGES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:27,0,NULL,0,information_schema,NULL,USER_PRIVILEGES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,ENABLED_ROLES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,APPLICABLE_ROLES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,ADMINISTRABLE_ROLE_AUTHORIZATIONS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,ROLE_COLUMN_GRANTS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,ROLE_ROUTINE_GRANTS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,ROLE_TABLE_GRANTS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:30,0,NULL,0,information_schema,NULL,USER_ATTRIBUTES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_SESSION_TEMP_TABLESPACES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_VIRTUAL,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_BUFFER_POOL_STATS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_BUFFER_PAGE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CMPMEM_RESET,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CMPMEM,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_TRX,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CMP_PER_INDEX_RESET,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CMP_RESET,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_FT_DEFAULT_STOPWORD,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_METRICS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_TEMP_TABLE_INFO,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_FT_DELETED,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_TABLESTATS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CMP,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_TABLES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_FT_BEING_DELETED,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_BUFFER_PAGE_LRU,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CMP_PER_INDEX,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_FT_CONFIG,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_CACHED_INDEXES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_FT_INDEX_TABLE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_COLUMNS,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_FT_INDEX_CACHE,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_INDEXES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,0,10,NULL,0,SYSTEM VIEW,NULL,2025-11-17 14:30:33,0,NULL,0,information_schema,NULL,INNODB_TABLESPACES,def,<blank>,<blank>,0,NULL,NULL,0
NULL,NULL,NULL,NULL,NULL,VIEW,NULL,2025-11-17 14:30:36,NULL,NULL,NULL,techcorp_db,NULL,sensitive_info,def,VIEW,NULL,NULL,NULL,NULL,NULL
InnoDB,0,10,NULL,18,BASE TABLE,NULL,2025-11-17 14:30:36,16384,2025-11-24 22:28:33,16384,techcorp_db,Dynamic,users,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,101,910
InnoDB,0,10,NULL,1,BASE TABLE,NULL,2025-11-17 14:30:36,16384,2025-11-20 19:54:35,0,techcorp_db,Dynamic,clients,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,6,16384
InnoDB,0,10,NULL,1088,BASE TABLE,NULL,2025-11-17 14:30:36,212992,2025-11-27 19:49:42,0,techcorp_db,Dynamic,contacts,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,1131,195
InnoDB,0,10,NULL,0,BASE TABLE,NULL,2025-11-17 14:30:36,16384,2025-11-21 19:29:48,0,techcorp_db,Dynamic,secret_data,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,5,0
PERFORMANCE_SCHEMA,0,10,NULL,256,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,processlist,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,131072,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,session_account_connect_attrs,def,<blank>,<blank>,0,utf8mb4_bin,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,258,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,global_status,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,258,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,session_status,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,673,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,global_variables,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,673,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,session_variables,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,673,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,variables_info,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0
PERFORMANCE_SCHEMA,0,10,NULL,0,BASE TABLE,NULL,2025-11-17 14:30:27,0,NULL,0,performance_schema,Dynamic,persisted_variables,def,<blank>,<blank>,0,utf8mb4_0900_ai_ci,NULL,0

